Date,Name,Symbol,Close
2022-07-20,Apple Inc.,AAPL,153.0399932861328
2022-07-21,Apple Inc.,AAPL,155.35000610351562
2022-07-22,Apple Inc.,AAPL,154.08999633789062
2022-07-25,Apple Inc.,AAPL,152.9499969482422
2022-07-26,Apple Inc.,AAPL,151.60000610351562
2022-07-27,Apple Inc.,AAPL,156.7899932861328
2022-07-28,Apple Inc.,AAPL,157.35000610351562
2022-07-29,Apple Inc.,AAPL,162.50999450683594
2022-08-01,Apple Inc.,AAPL,161.50999450683594
2022-08-02,Apple Inc.,AAPL,160.00999450683594
2022-08-03,Apple Inc.,AAPL,166.1300048828125
2022-08-04,Apple Inc.,AAPL,165.80999755859375
2022-08-05,Apple Inc.,AAPL,165.35000610351562
2022-08-08,Apple Inc.,AAPL,164.8699951171875
2022-08-09,Apple Inc.,AAPL,164.9199981689453
2022-08-10,Apple Inc.,AAPL,169.24000549316406
2022-08-11,Apple Inc.,AAPL,168.49000549316406
2022-08-12,Apple Inc.,AAPL,172.10000610351562
2022-08-15,Apple Inc.,AAPL,173.19000244140625
2022-08-16,Apple Inc.,AAPL,173.02999877929688
2022-08-17,Apple Inc.,AAPL,174.5500030517578
2022-08-18,Apple Inc.,AAPL,174.14999389648438
2022-08-19,Apple Inc.,AAPL,171.52000427246094
2022-08-22,Apple Inc.,AAPL,167.57000732421875
2022-08-23,Apple Inc.,AAPL,167.22999572753906
2022-08-24,Apple Inc.,AAPL,167.52999877929688
2022-08-25,Apple Inc.,AAPL,170.02999877929688
2022-08-26,Apple Inc.,AAPL,163.6199951171875
2022-08-29,Apple Inc.,AAPL,161.3800048828125
2022-08-30,Apple Inc.,AAPL,158.91000366210938
2022-08-31,Apple Inc.,AAPL,157.22000122070312
2022-09-01,Apple Inc.,AAPL,157.9600067138672
2022-09-02,Apple Inc.,AAPL,155.80999755859375
2022-09-06,Apple Inc.,AAPL,154.52999877929688
2022-09-07,Apple Inc.,AAPL,155.9600067138672
2022-09-08,Apple Inc.,AAPL,154.4600067138672
2022-09-09,Apple Inc.,AAPL,157.3699951171875
2022-09-12,Apple Inc.,AAPL,163.42999267578125
2022-09-13,Apple Inc.,AAPL,153.83999633789062
2022-09-14,Apple Inc.,AAPL,155.30999755859375
2022-09-15,Apple Inc.,AAPL,152.3699951171875
2022-09-16,Apple Inc.,AAPL,150.6999969482422
2022-09-19,Apple Inc.,AAPL,154.47999572753906
2022-09-20,Apple Inc.,AAPL,156.89999389648438
2022-09-21,Apple Inc.,AAPL,153.72000122070312
2022-09-22,Apple Inc.,AAPL,152.74000549316406
2022-09-23,Apple Inc.,AAPL,150.42999267578125
2022-09-26,Apple Inc.,AAPL,150.77000427246094
2022-09-27,Apple Inc.,AAPL,151.75999450683594
2022-09-28,Apple Inc.,AAPL,149.83999633789062
2022-09-29,Apple Inc.,AAPL,142.47999572753906
2022-09-30,Apple Inc.,AAPL,138.1999969482422
2022-10-03,Apple Inc.,AAPL,142.4499969482422
2022-10-04,Apple Inc.,AAPL,146.10000610351562
2022-10-05,Apple Inc.,AAPL,146.39999389648438
2022-10-06,Apple Inc.,AAPL,145.42999267578125
2022-10-07,Apple Inc.,AAPL,140.08999633789062
2022-10-10,Apple Inc.,AAPL,140.4199981689453
2022-10-11,Apple Inc.,AAPL,138.97999572753906
2022-10-12,Apple Inc.,AAPL,138.33999633789062
2022-10-13,Apple Inc.,AAPL,142.99000549316406
2022-10-14,Apple Inc.,AAPL,138.3800048828125
2022-10-17,Apple Inc.,AAPL,142.41000366210938
2022-10-18,Apple Inc.,AAPL,143.75
2022-10-19,Apple Inc.,AAPL,143.86000061035156
2022-10-20,Apple Inc.,AAPL,143.38999938964844
2022-10-21,Apple Inc.,AAPL,147.27000427246094
2022-10-24,Apple Inc.,AAPL,149.4499969482422
2022-10-25,Apple Inc.,AAPL,152.33999633789062
2022-10-26,Apple Inc.,AAPL,149.35000610351562
2022-10-27,Apple Inc.,AAPL,144.8000030517578
2022-10-28,Apple Inc.,AAPL,155.74000549316406
2022-10-31,Apple Inc.,AAPL,153.33999633789062
2022-11-01,Apple Inc.,AAPL,150.64999389648438
2022-11-02,Apple Inc.,AAPL,145.02999877929688
2022-11-03,Apple Inc.,AAPL,138.8800048828125
2022-11-04,Apple Inc.,AAPL,138.3800048828125
2022-11-07,Apple Inc.,AAPL,138.9199981689453
2022-11-08,Apple Inc.,AAPL,139.5
2022-11-09,Apple Inc.,AAPL,134.8699951171875
2022-11-10,Apple Inc.,AAPL,146.8699951171875
2022-11-11,Apple Inc.,AAPL,149.6999969482422
2022-11-14,Apple Inc.,AAPL,148.27999877929688
2022-11-15,Apple Inc.,AAPL,150.0399932861328
2022-11-16,Apple Inc.,AAPL,148.7899932861328
2022-11-17,Apple Inc.,AAPL,150.72000122070312
2022-11-18,Apple Inc.,AAPL,151.2899932861328
2022-11-21,Apple Inc.,AAPL,148.00999450683594
2022-11-22,Apple Inc.,AAPL,150.17999267578125
2022-11-23,Apple Inc.,AAPL,151.07000732421875
2022-11-25,Apple Inc.,AAPL,148.11000061035156
2022-11-28,Apple Inc.,AAPL,144.22000122070312
2022-11-29,Apple Inc.,AAPL,141.1699981689453
2022-11-30,Apple Inc.,AAPL,148.02999877929688
2022-12-01,Apple Inc.,AAPL,148.30999755859375
2022-12-02,Apple Inc.,AAPL,147.80999755859375
2022-12-05,Apple Inc.,AAPL,146.6300048828125
2022-12-06,Apple Inc.,AAPL,142.91000366210938
2022-12-07,Apple Inc.,AAPL,140.94000244140625
2022-12-08,Apple Inc.,AAPL,142.64999389648438
2022-12-09,Apple Inc.,AAPL,142.16000366210938
2022-12-12,Apple Inc.,AAPL,144.49000549316406
2022-12-13,Apple Inc.,AAPL,145.47000122070312
2022-12-14,Apple Inc.,AAPL,143.2100067138672
2022-12-15,Apple Inc.,AAPL,136.5
2022-12-16,Apple Inc.,AAPL,134.50999450683594
2022-12-19,Apple Inc.,AAPL,132.3699951171875
2022-12-20,Apple Inc.,AAPL,132.3000030517578
2022-12-21,Apple Inc.,AAPL,135.4499969482422
2022-12-22,Apple Inc.,AAPL,132.22999572753906
2022-12-23,Apple Inc.,AAPL,131.86000061035156
2022-12-27,Apple Inc.,AAPL,130.02999877929688
2022-12-28,Apple Inc.,AAPL,126.04000091552734
2022-12-29,Apple Inc.,AAPL,129.61000061035156
2022-12-30,Apple Inc.,AAPL,129.92999267578125
2022-01-03,Microsoft Corporation,MSFT,334.75
2022-01-04,Microsoft Corporation,MSFT,329.010009765625
2022-01-05,Microsoft Corporation,MSFT,316.3800048828125
2022-01-06,Microsoft Corporation,MSFT,313.8800048828125
2022-01-07,Microsoft Corporation,MSFT,314.0400085449219
2022-01-10,Microsoft Corporation,MSFT,314.2699890136719
2022-01-11,Microsoft Corporation,MSFT,314.9800109863281
2022-01-12,Microsoft Corporation,MSFT,318.2699890136719
2022-01-13,Microsoft Corporation,MSFT,304.79998779296875
2022-01-14,Microsoft Corporation,MSFT,310.20001220703125
2022-01-18,Microsoft Corporation,MSFT,302.6499938964844
2022-01-19,Microsoft Corporation,MSFT,303.3299865722656
2022-01-20,Microsoft Corporation,MSFT,301.6000061035156
2022-01-21,Microsoft Corporation,MSFT,296.0299987792969
2022-01-24,Microsoft Corporation,MSFT,296.3699951171875
2022-01-25,Microsoft Corporation,MSFT,288.489990234375
2022-01-26,Microsoft Corporation,MSFT,296.7099914550781
2022-01-27,Microsoft Corporation,MSFT,299.8399963378906
2022-01-28,Microsoft Corporation,MSFT,308.260009765625
2022-01-31,Microsoft Corporation,MSFT,310.9800109863281
2022-02-01,Microsoft Corporation,MSFT,308.760009765625
2022-02-02,Microsoft Corporation,MSFT,313.4599914550781
2022-02-03,Microsoft Corporation,MSFT,301.25
2022-02-04,Microsoft Corporation,MSFT,305.94000244140625
2022-02-07,Microsoft Corporation,MSFT,300.95001220703125
2022-02-08,Microsoft Corporation,MSFT,304.55999755859375
2022-02-09,Microsoft Corporation,MSFT,311.2099914550781
2022-02-10,Microsoft Corporation,MSFT,302.3800048828125
2022-02-11,Microsoft Corporation,MSFT,295.0400085449219
2022-02-14,Microsoft Corporation,MSFT,295.0
2022-02-15,Microsoft Corporation,MSFT,300.4700012207031
2022-02-16,Microsoft Corporation,MSFT,299.5
2022-02-17,Microsoft Corporation,MSFT,290.7300109863281
2022-02-18,Microsoft Corporation,MSFT,287.92999267578125
2022-02-22,Microsoft Corporation,MSFT,287.7200012207031
2022-02-23,Microsoft Corporation,MSFT,280.2699890136719
2022-02-24,Microsoft Corporation,MSFT,294.5899963378906
2022-02-25,Microsoft Corporation,MSFT,297.30999755859375
2022-02-28,Microsoft Corporation,MSFT,298.7900085449219
2022-03-01,Microsoft Corporation,MSFT,294.95001220703125
2022-03-02,Microsoft Corporation,MSFT,300.19000244140625
2022-03-03,Microsoft Corporation,MSFT,295.9200134277344
2022-03-04,Microsoft Corporation,MSFT,289.8599853515625
2022-03-07,Microsoft Corporation,MSFT,278.9100036621094
2022-03-08,Microsoft Corporation,MSFT,275.8500061035156
2022-03-09,Microsoft Corporation,MSFT,288.5
2022-03-10,Microsoft Corporation,MSFT,285.5899963378906
2022-03-11,Microsoft Corporation,MSFT,280.07000732421875
2022-03-14,Microsoft Corporation,MSFT,276.44000244140625
2022-03-15,Microsoft Corporation,MSFT,287.1499938964844
2022-03-16,Microsoft Corporation,MSFT,294.3900146484375
2022-03-17,Microsoft Corporation,MSFT,295.2200012207031
2022-03-18,Microsoft Corporation,MSFT,300.42999267578125
2022-03-21,Microsoft Corporation,MSFT,299.1600036621094
2022-03-22,Microsoft Corporation,MSFT,304.05999755859375
2022-03-23,Microsoft Corporation,MSFT,299.489990234375
2022-03-24,Microsoft Corporation,MSFT,304.1000061035156
2022-03-25,Microsoft Corporation,MSFT,303.67999267578125
2022-03-28,Microsoft Corporation,MSFT,310.70001220703125
2022-03-29,Microsoft Corporation,MSFT,315.4100036621094
2022-03-30,Microsoft Corporation,MSFT,313.8599853515625
2022-03-31,Microsoft Corporation,MSFT,308.30999755859375
2022-04-01,Microsoft Corporation,MSFT,309.4200134277344
2022-04-04,Microsoft Corporation,MSFT,314.9700012207031
2022-04-05,Microsoft Corporation,MSFT,310.8800048828125
2022-04-06,Microsoft Corporation,MSFT,299.5
2022-04-07,Microsoft Corporation,MSFT,301.3699951171875
2022-04-08,Microsoft Corporation,MSFT,296.9700012207031
2022-04-11,Microsoft Corporation,MSFT,285.260009765625
2022-04-12,Microsoft Corporation,MSFT,282.05999755859375
2022-04-13,Microsoft Corporation,MSFT,287.6199951171875
2022-04-14,Microsoft Corporation,MSFT,279.8299865722656
2022-04-18,Microsoft Corporation,MSFT,280.5199890136719
2022-04-19,Microsoft Corporation,MSFT,285.29998779296875
2022-04-20,Microsoft Corporation,MSFT,286.3599853515625
2022-04-21,Microsoft Corporation,MSFT,280.80999755859375
2022-04-22,Microsoft Corporation,MSFT,274.0299987792969
2022-04-25,Microsoft Corporation,MSFT,280.7200012207031
2022-04-26,Microsoft Corporation,MSFT,270.2200012207031
2022-04-27,Microsoft Corporation,MSFT,283.2200012207031
2022-04-28,Microsoft Corporation,MSFT,289.6300048828125
2022-04-29,Microsoft Corporation,MSFT,277.5199890136719
2022-05-02,Microsoft Corporation,MSFT,284.4700012207031
2022-05-03,Microsoft Corporation,MSFT,281.7799987792969
2022-05-04,Microsoft Corporation,MSFT,289.9800109863281
2022-05-05,Microsoft Corporation,MSFT,277.3500061035156
2022-05-06,Microsoft Corporation,MSFT,274.7300109863281
2022-05-09,Microsoft Corporation,MSFT,264.5799865722656
2022-05-10,Microsoft Corporation,MSFT,269.5
2022-05-11,Microsoft Corporation,MSFT,260.54998779296875
2022-05-12,Microsoft Corporation,MSFT,255.35000610351562
2022-05-13,Microsoft Corporation,MSFT,261.1199951171875
2022-05-16,Microsoft Corporation,MSFT,261.5
2022-05-17,Microsoft Corporation,MSFT,266.82000732421875
2022-05-18,Microsoft Corporation,MSFT,254.0800018310547
2022-05-19,Microsoft Corporation,MSFT,253.13999938964844
2022-05-20,Microsoft Corporation,MSFT,252.55999755859375
2022-05-23,Microsoft Corporation,MSFT,260.6499938964844
2022-05-24,Microsoft Corporation,MSFT,259.6199951171875
2022-05-25,Microsoft Corporation,MSFT,262.5199890136719
2022-05-26,Microsoft Corporation,MSFT,265.8999938964844
2022-05-27,Microsoft Corporation,MSFT,273.239990234375
2022-05-31,Microsoft Corporation,MSFT,271.8699951171875
2022-06-01,Microsoft Corporation,MSFT,272.4200134277344
2022-06-02,Microsoft Corporation,MSFT,274.5799865722656
2022-06-03,Microsoft Corporation,MSFT,270.0199890136719
2022-06-06,Microsoft Corporation,MSFT,268.75
2022-06-07,Microsoft Corporation,MSFT,272.5
2022-06-08,Microsoft Corporation,MSFT,270.4100036621094
2022-06-09,Microsoft Corporation,MSFT,264.7900085449219
2022-06-10,Microsoft Corporation,MSFT,252.99000549316406
2022-06-13,Microsoft Corporation,MSFT,242.25999450683594
2022-06-14,Microsoft Corporation,MSFT,244.49000549316406
2022-06-15,Microsoft Corporation,MSFT,251.75999450683594
2022-06-16,Microsoft Corporation,MSFT,244.97000122070312
2022-06-17,Microsoft Corporation,MSFT,247.64999389648438
2022-06-21,Microsoft Corporation,MSFT,253.74000549316406
2022-06-22,Microsoft Corporation,MSFT,253.1300048828125
2022-06-23,Microsoft Corporation,MSFT,258.8599853515625
2022-06-24,Microsoft Corporation,MSFT,267.70001220703125
2022-06-27,Microsoft Corporation,MSFT,264.8900146484375
2022-06-28,Microsoft Corporation,MSFT,256.4800109863281
2022-06-29,Microsoft Corporation,MSFT,260.260009765625
2022-06-30,Microsoft Corporation,MSFT,256.8299865722656
2022-07-01,Microsoft Corporation,MSFT,259.5799865722656
2022-07-05,Microsoft Corporation,MSFT,262.8500061035156
2022-07-06,Microsoft Corporation,MSFT,266.2099914550781
2022-07-07,Microsoft Corporation,MSFT,268.3999938964844
2022-07-08,Microsoft Corporation,MSFT,267.6600036621094
2022-07-11,Microsoft Corporation,MSFT,264.510009765625
2022-07-12,Microsoft Corporation,MSFT,253.6699981689453
2022-07-13,Microsoft Corporation,MSFT,252.72000122070312
2022-07-14,Microsoft Corporation,MSFT,254.0800018310547
2022-07-15,Microsoft Corporation,MSFT,256.7200012207031
2022-07-18,Microsoft Corporation,MSFT,254.25
2022-07-19,Microsoft Corporation,MSFT,259.5299987792969
2022-07-20,Microsoft Corporation,MSFT,262.2699890136719
2022-07-21,Microsoft Corporation,MSFT,264.8399963378906
2022-07-22,Microsoft Corporation,MSFT,260.3599853515625
2022-07-25,Microsoft Corporation,MSFT,258.8299865722656
2022-07-26,Microsoft Corporation,MSFT,251.89999389648438
2022-07-27,Microsoft Corporation,MSFT,268.739990234375
2022-07-28,Microsoft Corporation,MSFT,276.4100036621094
2022-07-29,Microsoft Corporation,MSFT,280.739990234375
2022-08-01,Microsoft Corporation,MSFT,278.010009765625
2022-08-02,Microsoft Corporation,MSFT,274.82000732421875
2022-08-03,Microsoft Corporation,MSFT,282.4700012207031
2022-08-04,Microsoft Corporation,MSFT,283.6499938964844
2022-08-05,Microsoft Corporation,MSFT,282.9100036621094
2022-08-08,Microsoft Corporation,MSFT,280.32000732421875
2022-08-09,Microsoft Corporation,MSFT,282.29998779296875
2022-08-10,Microsoft Corporation,MSFT,289.1600036621094
2022-08-11,Microsoft Corporation,MSFT,287.0199890136719
2022-08-12,Microsoft Corporation,MSFT,291.9100036621094
2022-08-15,Microsoft Corporation,MSFT,293.4700012207031
2022-08-16,Microsoft Corporation,MSFT,292.7099914550781
2022-08-17,Microsoft Corporation,MSFT,291.32000732421875
2022-08-18,Microsoft Corporation,MSFT,290.1700134277344
2022-08-19,Microsoft Corporation,MSFT,286.1499938964844
2022-08-22,Microsoft Corporation,MSFT,277.75
2022-08-23,Microsoft Corporation,MSFT,276.44000244140625
2022-08-24,Microsoft Corporation,MSFT,275.7900085449219
2022-08-25,Microsoft Corporation,MSFT,278.8500061035156
2022-08-26,Microsoft Corporation,MSFT,268.0899963378906
2022-08-29,Microsoft Corporation,MSFT,265.2300109863281
2022-08-30,Microsoft Corporation,MSFT,262.9700012207031
2022-08-31,Microsoft Corporation,MSFT,261.4700012207031
2022-09-01,Microsoft Corporation,MSFT,260.3999938964844
2022-09-02,Microsoft Corporation,MSFT,256.05999755859375
2022-09-06,Microsoft Corporation,MSFT,253.25
2022-09-07,Microsoft Corporation,MSFT,258.0899963378906
2022-09-08,Microsoft Corporation,MSFT,258.5199890136719
2022-09-09,Microsoft Corporation,MSFT,264.4599914550781
2022-09-12,Microsoft Corporation,MSFT,266.6499938964844
2022-09-13,Microsoft Corporation,MSFT,251.99000549316406
2022-09-14,Microsoft Corporation,MSFT,252.22000122070312
2022-09-15,Microsoft Corporation,MSFT,245.3800048828125
2022-09-16,Microsoft Corporation,MSFT,244.74000549316406
2022-09-19,Microsoft Corporation,MSFT,244.52000427246094
2022-09-20,Microsoft Corporation,MSFT,242.4499969482422
2022-09-21,Microsoft Corporation,MSFT,238.9499969482422
2022-09-22,Microsoft Corporation,MSFT,240.97999572753906
2022-09-23,Microsoft Corporation,MSFT,237.9199981689453
2022-09-26,Microsoft Corporation,MSFT,237.4499969482422
2022-09-27,Microsoft Corporation,MSFT,236.41000366210938
2022-09-28,Microsoft Corporation,MSFT,241.07000732421875
2022-09-29,Microsoft Corporation,MSFT,237.5
2022-09-30,Microsoft Corporation,MSFT,232.89999389648438
2022-10-03,Microsoft Corporation,MSFT,240.74000549316406
2022-10-04,Microsoft Corporation,MSFT,248.8800048828125
2022-10-05,Microsoft Corporation,MSFT,249.1999969482422
2022-10-06,Microsoft Corporation,MSFT,246.7899932861328
2022-10-07,Microsoft Corporation,MSFT,234.24000549316406
2022-10-10,Microsoft Corporation,MSFT,229.25
2022-10-11,Microsoft Corporation,MSFT,225.41000366210938
2022-10-12,Microsoft Corporation,MSFT,225.75
2022-10-13,Microsoft Corporation,MSFT,234.24000549316406
2022-10-14,Microsoft Corporation,MSFT,228.55999755859375
2022-10-17,Microsoft Corporation,MSFT,237.52999877929688
2022-10-18,Microsoft Corporation,MSFT,238.5
2022-10-19,Microsoft Corporation,MSFT,236.47999572753906
2022-10-20,Microsoft Corporation,MSFT,236.14999389648438
2022-10-21,Microsoft Corporation,MSFT,242.1199951171875
2022-10-24,Microsoft Corporation,MSFT,247.25
2022-10-25,Microsoft Corporation,MSFT,250.66000366210938
2022-10-26,Microsoft Corporation,MSFT,231.32000732421875
2022-10-27,Microsoft Corporation,MSFT,226.75
2022-10-28,Microsoft Corporation,MSFT,235.8699951171875
2022-10-31,Microsoft Corporation,MSFT,232.1300048828125
2022-11-01,Microsoft Corporation,MSFT,228.1699981689453
2022-11-02,Microsoft Corporation,MSFT,220.10000610351562
2022-11-03,Microsoft Corporation,MSFT,214.25
2022-11-04,Microsoft Corporation,MSFT,221.38999938964844
2022-11-07,Microsoft Corporation,MSFT,227.8699951171875
2022-11-08,Microsoft Corporation,MSFT,228.8699951171875
2022-11-09,Microsoft Corporation,MSFT,224.50999450683594
2022-11-10,Microsoft Corporation,MSFT,242.97999572753906
2022-11-11,Microsoft Corporation,MSFT,247.11000061035156
2022-11-14,Microsoft Corporation,MSFT,241.5500030517578
2022-11-15,Microsoft Corporation,MSFT,241.97000122070312
2022-11-16,Microsoft Corporation,MSFT,241.72999572753906
2022-11-17,Microsoft Corporation,MSFT,241.67999267578125
2022-11-18,Microsoft Corporation,MSFT,241.22000122070312
2022-11-21,Microsoft Corporation,MSFT,242.0500030517578
2022-11-22,Microsoft Corporation,MSFT,245.02999877929688
2022-11-23,Microsoft Corporation,MSFT,247.5800018310547
2022-11-25,Microsoft Corporation,MSFT,247.49000549316406
2022-11-28,Microsoft Corporation,MSFT,241.75999450683594
2022-11-29,Microsoft Corporation,MSFT,240.3300018310547
2022-11-30,Microsoft Corporation,MSFT,255.13999938964844
2022-12-01,Microsoft Corporation,MSFT,254.69000244140625
2022-12-02,Microsoft Corporation,MSFT,255.02000427246094
2022-12-05,Microsoft Corporation,MSFT,250.1999969482422
2022-12-06,Microsoft Corporation,MSFT,245.1199951171875
2022-12-07,Microsoft Corporation,MSFT,244.3699951171875
